NAME	LSEC	hepatocytes	KC	B cells	HSC	cholangiocytes	T cells	DC/monocyte	proliferating cells
Hes1	1	1	1	1	1	277.61073124325	1	1	1
Hexa	1	1	446.103252798976	1	1	1	1	400.895456588698	1
Hgd	1	1995.85068948906	1	490.831167088596	1	1	377.351878733611	1	192.290035912639
Hgf	707.204021135732	1	208.407286644766	1	2838.93654469121	1	1	1	759.760420687139
Hgfac	1	340.50864966771	1	1	1	1	1	1	1
Hgsnat	1	1	197.820169518824	1	1	1	1	1	1
Hhex	1	129.626634862791	1	1	1	308.767951053695	1	1	1
Hhip	1	1	1	1	250.167401921831	1	1	1	1
Hint1	1	1	1	1	1	1	1	1	153.323668412792
Hivep3	715.610728689633	1	1	276.792724520206	215.155577873406	1	1	143.344569948416	507.257735635782
Hjv	1	165.368332632399	1	1	1	1	1	1	1
Hk2	1	1	1	1	1	1	1	214.974179661246	1
Hk3	1	1	428.92069509757	1	1	1	1	1	1
Hlcs	1	1	1	1	1	1	1	236.852902458474	1
Hmcn1	835.68866658723	1	1	1	766.798421827572	1	1	1	281.449502643215
Hmg20b	1	1	1	1	1	1	1	187.4008787474	255.366424225799
Hmgb2	1	1	1	1	1	1	1	1	213.014921136475
Hmox1	1	1	329.467765600908	1	1	1	1	1	1
Hmox2	1	1	233.419931599478	1	1	1	1	1	1
Hnf1aos1	1	573.425925938133	1	1	1	1081.30357498512	1	1	1
Hnf1b	1	1	1	1	1	708.21059275368	1	1	1
Hnf4a	1	673.371667544729	1	1	1	1	162.072401734182	1	1
Hnf4aos	1	267.356124660765	1	1	1	1	1	1	1
Hnf4g	1	1	1	1	1	404.060562541689	1	1	1
Hnrnpa1	1	1	1	288.442743526846	1	261.71419398942	1	274.378960776473	1
Hnrnpll	1	91.1957405548446	1	1	1	1	268.901687112257	1	302.916158317452
Hnrnpul1	1	1	1	1	1	1	1	1	324.995330369955
Hnrnpul2	1	1	1	1	1	1	258.014327940178	368.557079258253	134.508922515255
Hoga1	1	270.736254977974	1	1	1	1	1	1	1
Homer3	1	1	1	1	1	1	1	1	194.934561805572
Hoxb4	308.455841212327	1	1	1	210.771085966029	1	1	1	1
Hp1bp3	1	180.674668729746	1	296.156480531384	1	1	210.711207175373	1	1
Hpcal1	373.627706663238	1	567.420275300596	1	1	1	1	1	312.728801660548
Hpgd	674.583618866475	1	1157.24169143934	1	1	1	1	1	554.834897840224
Hpgds	1	1	318.659659165744	1	1	1	1	1	1
Hpn	1	642.35353982123	1	1	1	416.838505703946	209.021637291375	1	1
Hps3	1	1	270.370146171051	1	1	1	1	607.524831703706	1
Hps4	1	1	1	1	1	1	1	281.999578880122	1
Hrg	1	318.726742221834	1	1	1	1	1	1	1
Hs2st1	1	1	1	1	1	221.785940724814	1	1	270.883397760854
Hs3st3a1	1	1	1	1	269.863592427209	1	1	1	1
Hs3st3b1	286.119140207833	139.833960333717	1	1	922.341070631015	1	254.07768956707	1	279.682300969195
Hs6st3	1	1	1	1	417.996672727204	1	1	1	333.16344284832
Hsd11b1	1	1	1	1	497.702708803695	1	1	1	1
Hsd17b11	1	1	1	1	1	1	1	206.431359665209	1
Hsd17b12	1	232.395173369436	1	1	1	1	1	1	1
Hsd17b13	1	525.321174540211	1	1	1	1	1	1	1
Hsd17b2	1	392.48899170066	1	1	1	1	1	1	1
Hsd17b4	1	289.018893897559	229.420478277603	1	1	1	1	1	1
Hsd17b6	1	510.11615266692	1	1	1	1	1	1	1
Hsd3b3	1	511.118656186785	1	1	1	1	137.751893755417	1	1
Hsd3b7	1	474.409550486145	1	1	1	1	1	1	152.718303627558
Hsp90aa1	1	1	1	1	1	1	1	195.508073120575	197.241726250465
Hspa12b	1	1	1	1	1	1	1	1	154.598766764707
Hspa4	1	139.333778230401	1	1	1	1	338.253964747041	1	1
Hspa4l	1	1	197.182515955528	1	1	1	1	1	1
Hspg2	643.814948022283	1	1	1	239.073955539047	266.270566355447	1	1	519.021341617879
Hsph1	1	159.208184218164	1	228.771251153808	1	1	1	1	113.283226972744
Htr7	1	1	1	1	1	1	1	420.042279281501	1
Hvcn1	1	1	1	464.380224964794	1	1	1	1	1
Hykk	1	233.283918201636	1	1	1	1	1	1	1
Ica1	570.907562612419	1	1	1	1	1	1	1	438.285879601787
Icam1	1	1	1	1	1	1	1	308.718666761444	1
Icam2	1	1	1	1	1	1	1	1	129.356736446501
Icos	1	1	1	1	1	1	387.375058985142	1	1
Icosl	1	1	1	1	1	1	1	534.7364986351	1
Id3	239.510598994228	1	200.590825493961	1	1	1	1	1	1
Idh1	1	125.501603613705	243.745811528441	1	1	1	1	1	1
Idh2	1	1	1	1	1	336.216458192495	1	1	1
Ido2	1	299.489583056169	1	1	1	1	1	1	1
Ifi204	445.289092972168	1	716.083732585304	1	1	1	1	1	264.533213587675
Ifi206	1	1	1	1	1	1	343.390907385506	1	1
Ifi207	811.280444499823	1	1076.13041534751	1	1	1	1	288.528711552864	381.510394364949
Ifi209	1	1	1	1	1	1	1	162.533396646117	1
Ifi211	1	1	1	1	1	1	1	165.8685545565	1
Ifi213	1	1	329.081687498592	1	1	1	252.790151114517	1	1
Ifi27	1	121.039425865498	1	1	1	517.804605755812	1	1	1
Ifi30	1	1	368.799526008953	1	1	1	1	198.744170658461	1
Ifih1	1	1	209.207872596646	1	256.908476788222	1	1	1	1
Ifitm2	301.586760033056	1	1	1	1	1	1	1	1
Ifitm3	204.036715324249	1	1	1	245.893489139533	1	1	1	197.086753890242
Ifngr1	1	1	560.418204352169	1	1	1	918.871684763403	722.161780180371	1
Ifngr2	1	1	180.178569893993	1	1	1	1	306.384830162494	1
Igfbp1	1	1663.61191804338	1	322.150066869172	1	1	339.604485543958	1	1
Igfbp3	1	1	1	1	604.141766147866	1	1	1	1
Igfbp7	2324.36951559153	1	1	616.362355731074	1984.0320308246	644.239053320303	283.717173630759	1	1780.0517475117
Ighd	1	1	1	2030.64340769914	1	1	1	1	1
Ighm	1	1	1	1753.16834979298	1	1	1	1	1
Igkc	1	1	1	1764.74146688241	1	1	1	1	1
Iglc3	1	1	1	247.827560416614	1	1	1	1	1
Igsf5	1	109.71915473906	1	1	1	346.357024084522	1	1	1
Igsf6	1	1	330.79519098027	1	1	1	1	1	1
Ikzf1	1	1	581.426019857271	809.817275696748	1	1	1367.38708051004	877.400951960952	1
Ikzf2	1	1	1	1	1	208.930402022948	776.05228167039	1	1
Ikzf3	1	1	1	909.031289560004	1	1	619.511586608113	1	1
Il10ra	1	1	447.903944135877	201.035528117799	1	1	1	397.71154209295	1
Il10rb	1	1	314.386749303288	193.780787199269	1	1	1	1	1
Il12rb2	1	1	1	1	1	1	375.01586032024	1	1
Il15	1	1	471.316144517808	1	1	1	1	310.741082411997	1
Il15ra	1	188.684830174419	1	1	1	1	1	215.804820339719	1
Il17ra	1	1	1	317.360975596961	1	1	1	1	1
Il18	1	1	348.941534891634	1	1	1	1	1	1
Il18bp	1	1	226.510293792924	1	1	1	1	1	1
Il18rap	1	1	1	1	1	1	361.872873499673	1	1
Il1rap	1	312.812773478269	1	1	1	1	1	1	1
Il21r	1	1	1	188.566420447502	1	1	264.537298363936	336.327274263126	1
Il27ra	1	1	1	1	1	1	240.668965125055	1	1
Il2rb	1	1	1	1	1	1	1559.58848668018	1	1
Il2rg	1	1	1	314.235542114889	1	1	251.666483245886	1	1
Il34	1	1	1	1	843.081268159341	1	1	1	1
Il4ra	1	1	1	1	1	1	1	203.252090096359	1
Il7r	1	1	1	1	1	1	807.911631651431	1	1
Ilf3	1	1	1	1	1	1	1	1	211.340259556415
Ilk	1	1	1	1	228.738650367788	1	1	1	1
Ilrun	1	172.473396960262	1	160.906425482863	1	1	1	132.649769316964	1
Immt	1	134.331974215744	1	1	1	1	1	1	284.393385890485
Impact	1	1	235.980309433838	1	1	1	1	1	1
Impad1	1	1	1	1	1	1	1	1	176.862160309875
Incenp	1	1	1	1	1	1	1	1	554.650186469911
Inf2	1	1	226.174284845938	1	1	1	1	1	249.295155086254
Ing4	1	1	1	264.981765036118	1	1	1	1	1
Inpp4a	1	97.1403355028144	1	1	1	1	1	254.072525724062	1
Inpp4b	1	1	1	1599.75742922256	1	1	4283.42501463174	582.926946217257	1
Inpp5a	666.703851590805	1	1	245.651344362269	334.796575181247	1	1	1	573.341305122227
Inpp5k	1	1	1	305.910704159373	1	1	1	170.733997361301	1
Insig1	1	208.18968248613	1	1	1	1	1	1	1
Insig2	1	1200.9593197435	1	275.850205041175	1	1	203.46810571471	1	1
Ints6l	253.344545067789	1	1	1	737.822638912498	301.572763906903	1	1	204.016065180834
Ints7	1	1	1	1	1	1	1	1	181.741099363022
Ip6k2	1	112.15892070445	1	1	1	274.711997806373	1	1	1
Ipcef1	1	1	1	1	1	1	823.263697737607	417.800571137565	1
Ipo11	1	1	1	1	1	1	1	1	190.732623048768
Ipo9	1	1	1	1	1	1	1	1	276.000976200084
Iqgap3	1	1	1	1	1	1	1	1	504.487648465883
Iqsec2	228.842847595749	1	1	1	1	1	1	1	1
Irak1	1	1	239.944862236248	295.668173208234	1	1	1	243.703384085962	1
Irf1	1	1	193.324840268242	1	1	1	1	280.141808763352	1
Irf5	1	1	264.356043236233	1	1	1	1	597.910578171603	1
Irf7	1	1	239.145462300652	1	1	1	1	1	1
Irf8	1	1	430.638142454333	1714.56158962406	1	1	1	1947.75502838051	1
Irf9	1	1	1	1	1	1	1	384.748083769137	1
Irs2	1	356.503670858037	1	1	1	1	1	1	1
Isoc2a	1	294.362629375721	1	1	1	1	1	1	1
Ist1	1	1	195.954245975657	1	1	1	1	1	1
Itga3	1	1	1	1	1	244.687648192061	1	1	1
Itga4	1	1	380.232004797411	753.261470986141	1	1	738.641239243634	1629.06495502048	1
Itga6	1	1	1	1	1	201.18967814979	1	1	179.123844699584
Itga8	279.422448959408	1	1	1	515.356963500503	1	1	309.153290897214	1
Itgae	1	1	1	1	1	1	1	435.654510742899	1
Itgal	1	1	532.58184514968	214.088159772841	1	1	857.683552443287	297.814037199897	1
Itgax	1	1	1	1	1	1	1	803.768177958766	1
Itgb2	1	1	206.75485227268	1	1	1	348.223023438606	366.105469971531	1
Itgb3	1	1	1	1	297.729091057625	1	331.20770065157	1	1
Itgb5	1	1	669.25577974838	1	290.256074434296	1	1	1	1
Itgb7	1	1	1	211.813211682244	1	1	433.484010709796	1	1
Itgb8	1	1	1	1	1	422.092513431412	1	1	1
Itih1	1	255.244114969478	1	1	1	1	1	1	1
Itih2	1	340.452679981292	1	1	1	366.439838684045	1	1	1
Itih3	1	1730.39883041789	1	350.803081578512	276.636779555906	1	377.220830842981	1	1
Itih4	1	234.76349550336	1	1	1	1	1	1	1
Itk	1	1	1	1	1	1	1474.29459875772	1	1
Itpk1	1	1	1	1	1	245.024313625765	387.454621626648	170.375473986066	1
Itpr3	1	1	1	250.117699542369	1	1	1	1	1
Iws1	1	123.143004844782	1	1	1	1	186.628574687808	1	1
Jag1	1	1	1	1	245.106783099683	425.852656314316	1	1	1
Jam2	540.260521936509	1	1	1	1	1	1	1	276.420539215384
Jaml	1	1	1	1	1	1	1	344.955838230732	1
Jazf1	1	1	1	1	1	1	1	1	234.169287819047
Jdp2	1	1	370.561311406113	1	1	1	1	1	1
Josd2	1	345.656334113508	1	1	1	1	153.055729089492	1	1
Jpt1	1	1	1	1	1	1	1	1	186.221031864619
Kalrn	309.760926015334	133.861065918146	1	1	1372.30798320019	722.816589482689	1	1	149.873358948063
Kank2	1	1	1	1	211.079672954538	1	1	1	193.156894860481
Kank3	550.270269233123	1	1	1	1	1	1	1	312.479896129803
Kansl3	1	110.834866002879	1	1	1	1	1	225.006668789448	1
Katnbl1	1	1	1	1	1	1	1	230.203289771095	1
Kbtbd11	1	1	1	1	1	1	299.048047410123	1	1
Kbtbd2	1	1	1	1	1	1	1	1	195.42706439785
Kcna2	1	1	452.541279367322	1	1	1	1	1	1
Kcnab1	1	1	1	1	1	428.10610016681	1	1	1
Kcnb1	414.18106456377	1	1	1	1	1	1	1	1
Kcnip4	1	1	1	1	1	2138.94750151477	1	1	1
Kcnj16	1	1	554.618596907587	1	1	1	1	1	1
Kcnk13	1	1	990.563906990212	1	1	1	1	251.56416817568	1
Kcnk5	1	194.68090835119	1	1	1	1	1	1	1
Kcnma1	1	1	1	1	1	2644.00795238034	1	1	1
Kcnn2	1	195.959766471595	1	1	1	1	1	1	1
Kcnq1	274.467623341202	1	1	1	1	273.989807065476	1	1	194.968094627581
Kcnq5	1	1	1	1061.32454655012	922.355430383649	1	3044.86576002371	1	1
Kcnt2	1	1	1	1	425.348306162567	482.390788608734	1	1	1
Kctd12	1	1	302.456918582642	1	1	1	1	283.084386327933	1
Kdm2b	1	1	1	1	1	1	1	666.035165121159	1
Kdm3a	232.070499147428	1	191.454311749845	1	1	192.871538775317	1	1	263.896056994627
Kdr	1245.18880896396	1	1	1	1	1	1	1	705.476118291589
Keg1	1	327.879001231208	1	1	1	1	1	1	1
Khdrbs3	1	1	1	1	1	1	1	1	228.376867764302
Khk	1	383.958949666255	1	1	1	1	1	1	1
Kif11	1	1	1	1	1	1	1	1	807.529651534995
Kif15	1	1	1	1	1	1	1	1	782.34040435867
Kif20b	1	1	1	1	1	1	1	1	233.976237552603
Kif21a	1	339.16544178626	1	1	1	1	1	1	1
Kif21b	1	1	1	300.154951775842	1	1	1	1	1
Kif23	1	1	1	1	1	1	1	1	650.751823285345
Kif24	1	1	1	1	1	1	1	1	360.840126892364
Kif2a	1	1	1	1	1	1	159.915424439029	1	258.971097028151
Kif4	1	1	1	1	1	1	1	1	324.059695511047
Kifc1	1	1	1	1	1	1	1	1	602.267901656672
Kifc3	1	1	1	1	1	2619.49219016931	1	1	1
Kifc5b	1	1	1	1	1	1	1	1	351.232756764301
Kirrel	1	1	1	1	219.167320305065	1	1	1	1
Kit	568.931335669377	1	1	1	1	1	1	390.37904434443	285.55790890452
Kitl	451.254818761012	1	1	1	1	217.765523559982	1	1	249.240077104523
Klc1	270.121741686324	1	1	1	217.62633906268	273.1221933142	1	1	206.283863062982
Klf12	1	590.426414163143	1	188.460556071992	218.371452160014	586.099841743229	1	1	1
Klf15	1	279.457075491426	1	1	1	1	1	1	1
Klf2	262.046645227718	1	1	384.115440145203	1	1	1	1	301.900206446156
Klf6	1	1	1	1	1	1	1	257.96581606881	1
Klhdc8b	1	116.277429395074	1	1	338.488271168685	1	1	1	1
Klhl2	233.982339032982	150.329334332482	1	1	1	1	1	1	283.445175116569
Klhl29	1	1	1	1	391.53129420859	1	1	1	1
Klhl3	256.914753946527	1	1	1	1	1	1	1	107.365783163114
Klhl5	393.587731211712	1	186.775521211509	1	1	1	1	195.622816163796	265.314320402296
Klhl6	1	1	1	417.029047725866	1	1	541.537676646859	1	182.201131197481
Klkb1	1	226.797885805667	1	1	1	1	1	1	1
Klra2	1	1	649.966235891811	1	1	1	1	1	1
Klrb1c	1	1	1	1	1	1	340.338268912626	1	1
Klrc2	1	1	1	1	1	1	292.339477346883	1	1
Klrd1	1	1	1	1	1	1	385.396050235219	1	1
Klre1	1	1	1	1	1	1	217.507956093697	1	1
Klri1	1	1	1	1	1	1	1	265.510074741111	1
Klrk1	1	1	1	1	1	1	914.175783441444	460.296921311851	1
Kmo	1	698.859136120423	1	475.907630705477	1	1	207.057914734732	271.432645040078	1
Kmt2b	1	1	1	1	1	1	1	166.902308568791	1
Kmt5a	1	1	1	1	1	1	1	1	225.300682519966
Kng1	1	677.008683716349	1	187.767628855809	1	1	1	1	1
Kng2	1	355.225819647199	1	1	1	1	1	1	1
Knl1	1	1	1	1	1	1	1	1	765.939811652293
Kntc1	1	1	1	1	1	1	1	1	204.623637491799
Kpna3	1	1	1	1	1	1	1	1	345.651373694444
Kras	1	1	245.269608845458	191.265608842861	1	1	1	1	121.183275199881
Krcc1	1	1	1	1	1	1	1	190.219980492604	1
Krt18	1	1	1	1	1	203.252923901814	1	1	1
Krt8	1	1	1	1	1	214.483456840242	1	1	1
Ksr1	329.071072526579	1	1	1	340.731383941173	1	1	1	1
Ksr2	1	1	542.522915563116	1	1	1	1	1	1
Kyat1	1	638.089585981851	1	1	1	1	183.119126182326	1	1
Kyat3	1	495.240241607355	1	1	1	1	135.482542804625	1	1
Kynu	1	1731.62464530173	1	742.94771582671	1	1	317.248102721275	534.480727642729	1
L3mbtl3	1	1	1	397.475698438687	1	255.740377127328	1	1	1
Lacc1	1	1	364.760050479376	1	1	1	1	254.65774373774	192.825544223891
Lactb2	1	337.073654011766	1	1	1	1	1	1	1
Lair1	1	1	748.644021019662	614.868828386709	1	1	1	1	1
Lama1	1	1	1	1	423.933113854912	1	1	1	1
Lama2	1	1	1	1	823.059876030171	1	1	1	1
Lama4	914.060855783235	1	1	1	1	502.15254233399	1	1	416.612485277426
Lamb1	1	1	1	1	324.687712461778	1	1	1	1
Lamc1	1	1	1	1	577.657948969466	241.959002120109	1	1	1
Lamc3	1	1	1	1	1	793.783950649372	1	1	1
Lamp1	217.880891993495	1	334.606811813506	1	1	1	1	1	266.806830490766
Laptm5	1	1	706.879786522114	638.514409665403	1	1	629.635085932133	874.790470933547	1
Larp1b	1	342.323211876439	1	1	1	282.834489229504	1	1	1
Larp4	1	178.160495148809	1	1	1	1	1	312.969733114569	1
Lat	1	1	1	1	1	1	307.669478342932	1	1
Lbh	1	1	1	1	348.20692328051	1	1	1	1
Lbr	1	1	1	271.030081310812	1	1	236.282670954658	1	489.165120377996
Lcat	1	163.87819268866	1	1	1	1	1	1	1
Lck	1	1	1	1	1	1	851.100399937298	1	1
Lcp2	1	1	522.902742812539	1	1	1	481.701731054739	1	1
Ldb1	1	1	1	1	1	249.124517471012	282.088022019548	1	1
Ldb2	3243.17316024359	1	1	328.083099191371	1091.25489126836	253.880109096916	327.293999764533	1	1476.37993320651
Ldlr	1	468.536283728852	1	1	1	1	1	1	1
Lef1	1	1	1	1	1	1	874.756004907113	1	1
Lemd2	1	1	1	1	1	1	1	301.906632548327	1
Lepr	258.313863813625	1	547.275363455532	1	1	1	1	1	165.748826314608
Lfng	1	1	1	1	1	1	1	214.602097425645	1
Lgals3	1	1	347.35019520549	1	1	1	1	1	1
Lgals3bp	1	1	194.573100658241	1	276.567465575003	1	1	1	1
Lgals4	1	175.619898628259	1	1	1	1	1	1	1
Lgmn	374.554504382599	1	1835.05442804356	175.534356050725	1	1	1	1	272.611614936826
Lgr4	1	354.717697585021	1	1	1	1	1	1	1
Lhfp	1	1	1	1	2122.74185954401	472.979785351123	1	1	1
Lhfpl2	346.160198477531	1	1	1	1	1	1	1	191.290341000747
Lilr4b	1	1	879.690453966178	1	1	1	1	1	1
Lilra5	1	1	471.602649837788	1	1	1	1	1	1
Lilrb4a	1	1	1672.64963501866	1	1	1	1	1	1
Limch1	232.094043722555	1	1	1	1	1	1	1	141.197982787897
Limd1	1	1	1	441.38645575582	1	1	295.108627517226	304.354409077316	1
Limk2	233.665461331405	1	1	1	1	199.779136580556	1	1	478.211198556066
Lims2	1	221.528670444727	1	1	1	1	1	1	1
Lin54	1	1	1	1	1	1	1	1	273.97635955379
Lin9	1	1	1	1	1	1	1	1	304.740967719112
Lipa	1	1	389.863637308557	1	1	1	1	1	1
Litaf	1	1	262.350578625882	1	1	1	1	1	1
Llgl2	1	1	1	1	1	355.123727429131	1	1	1
Lman1	1	215.956545964843	1	1	1	1	1	1	1
Lmbr1l	1	1	1	276.685813154304	1	1	1	1	1
Lmf2	1	1	1	1	1	1	1	1	263.236000396736
Lmnb1	1	1	1	1	1	1	1	1	307.58218875618
Lmo7	1	92.8396438951532	1	1	1	310.798845590264	1	1	1
Lmtk2	263.248752548954	1	1	1	1	1	1	243.278914551259	257.004921897361
Lncppara	1	1	1	1	269.535948252332	306.990261431865	1	1	283.272287218915
Lnpk	1	1	1	1	1	1	1	1	215.724409003015
Lockd	1	1	1	1	1	1	1	1	719.140624150869
Lpar6	341.077464401866	1	261.672846474578	1	1	1	232.409003846963	1	220.234353391042
Lpcat1	1	1	1	1	1	1	1	201.608855579747	1
Lpcat2	1	1	530.40678361033	1	1	1	1	185.879411645064	1
Lpcat3	1	299.424681334625	1	1	1	261.064960363439	1	1	1
Lpl	1	1	331.765411463055	1	1	1	1	1	1
Lpxn	1	1	205.337635727927	1	1	1	309.453280983448	1	1
Lrat	1	1	1	1	474.98602714483	1	1	1	1
Lrig2	1	1	1	170.67956617764	1	1	1	1	113.194813692921
Lrp10	1	1	1	1	1	1	235.260464495161	1	1
Lrp5	260.876679365083	1	311.703721040527	1	1	1	1	1	221.111024381413
Lrpprc	1	495.366666719494	1	190.420003807103	1	1	238.525885777609	1	1
Lrrc28	1	294.238914093771	1	1	1	1	1	1	1
Lrrc32	1	1	1	1	202.345525442298	1	1	1	1
Lrrc4c	1	1	1	1	643.497525932994	1	1	1	1
Lrrc58	273.74062680362	108.163185938226	1	1	354.263741427752	1	1	1	197.742230653312
Lrrc8b	1	1	1	1	1	1	1	1	242.852131961288
Lrrc8c	814.304159511648	1	1	354.333353869288	1	1	265.056890270813	383.849510852869	541.711002452751
Lrrc8d	1	89.8219668346274	242.64931881363	1	1	431.763902920116	1	1	1
Lrrcc1	1	1	1	1	1	1	1	1	315.492750776761
Lsamp	1	1	1	1	1653.32961680855	1	1	1	1
Lsp1	1	1	1	230.244944997979	1	1	1	467.85629682047	1
Ltb	1	1	1	458.699343739855	1	1	466.66520988614	1	1
Ltbp1	1	1	1	1	434.498852132364	1	1	1	1
Ltbp4	533.338641007644	1	1	1	339.216606231224	1	1	1	200.122191567648
Ltn1	1	1	1	232.178805939826	1	1	1	1	227.147945915616
Lurap1l	1	709.339387098375	1	1	1	1575.41281634627	1	1	1
Luzp1	741.059211731565	1	237.298225924692	1	295.38019540257	168.43114821	1	1	500.190466717706
Ly6a	281.710578223377	1	1	1	1	1	1	1	1
Ly6d	1	1	1	484.038218443925	1	1	1	1	1
Ly75	1	1	1	1	1	1	1	361.939388799402	1
Ly86	1	1	760.955100364315	414.236934963234	1	1	1	208.095390837457	1
Lyve1	452.043863750569	1	1	1	1	1	1	1	558.102711777064
Lyz2	1	1	615.535824853862	1	1	1	1	1	1
Macrod2	1	1	1	1	1	1	1	1	380.249466968482
Madd	1	1	1063.98330093842	193.938544328975	1	1	1	201.415342601615	1
Mafb	1	372.050804894888	565.376532108864	1	1	1	154.193992234585	1	1
Magi2	1	1	1	1	1101.73469889047	1	1	1	1
Magt1	1	152.78681218168	194.182121062978	1	1	1	1	1	1
Malt1	1	1	1	814.541748994473	1	237.276969937016	516.228882583397	363.733292323107	1
Mamdc2	1	1	1	1	598.461722543175	1	1	1	1
Mamld1	1	1	1	1	267.297555548757	1	1	1	1
Man2a2	1	1	1	278.018805448906	1	1	1	1	1
Man2b1	1	1	507.921059313676	224.292417079616	1	1	1	411.308236548518	1
Map11	1	1	268.877333183253	1	1	1	1	1	1
Map2	1	1	1	1	254.329394061899	359.54076719615	1	1	1
Map2k6	1	1	1	1	1	270.042117582831	1	1	1
Map3k13	1	165.868835099212	1	1	1	442.319801709496	1	1	1
Map3k14	1	1	1	1	1	1	1	670.46316797617	1
Map3k20	1	93.0395123179582	1	1	361.013418169376	1	1	1	1
Map3k21	1	1	1	1	1	326.671651079229	1	1	1
Map3k7	1	1	1	1	1	1	1	1	208.246290984837
Map3k8	1	1	189.405124413834	1	1	1	1	1	1
Map4k1	1	1	1	321.281092744521	1	1	1	290.909882216926	1
Map7	1	281.274420431328	1	1	1	293.577113964156	1	1	1
Mapk12	385.798383232564	1	1	1	1	1	1	1	232.159712339449
Mapk1ip1l	1	136.486768109454	1	1	1	1	198.381613989778	1	1
Mapk9	1	1	1	1	213.170841643947	136.999619844693	1	1	1
Mapre2	1	1	346.671403931063	1	1	1	1	1	191.765601287147
Mapt	1	1	1	1	976.970813264303	1	1	1	1
Marc1	1	667.013754736008	1	1	1	1	1	1	1
Marc2	1	184.916999577882	1	1	1	1	1	1	1
March1	1	1	972.223781964915	1110.73917212778	1	1	1	764.204654692349	1
March3	1	1	1	1	1	359.560051975161	1	1	1
Mark1	1	1	1	1	308.953492447441	1	1	1	1
Masp1	326.710073523929	134.090290452851	1	1	1410.95955685	1	1	1	155.825255103911
Masp2	1	651.823770658554	1	1	1	1	197.13338362404	1	1
Maz	1	1	1	1	1	1	1	1	329.507876599931
Mb21d2	606.263814306033	1	1	1	1	1	1	1	422.014391867135
Mbnl3	1	1	1	1	1	1	1	1	442.421133793745
Mbp	1	1	1	1	1	1	1	500.065797552159	1
Mcam	285.317500551343	1	1	1	1	1	1	1	163.398052945736
Mcm10	1	520.112375714118	1	1	1	1	1	1	166.87875855967
Mcmbp	1	1	198.135339679098	300.745232405406	1	1	1	1	115.160783818696
Mcph1	1	1	1	1	1	1	1	1	252.270364844765
Mctp1	1	1	1	1	1	1	1	2281.11101918782	1
Mctp2	1	184.517071548175	1	1633.40926796972	1	1	408.381986527271	1	1
Mdh2	1	1	1	1	1	1	1	179.703166701534	1
Me1	1	246.922448281177	1	1	1	1	1	1	1
Me2	1	1	1	1	1	1	267.104905077655	1	168.939111402421
Mecom	660.15753961621	1	1	1	1	1	1	1	1
Med1	1	1	1	1	1	1	1	232.185865283188	1
Med12l	1	1	1	1	1	191.710353905281	1	1	1
Mef2c	583.918634371014	1	1	1574.83069546837	236.406784722188	1	1	382.287219782608	660.206908978077
Megf9	1	298.334453758925	1	1	1	1	1	1	1
Meis1	447.449612414015	1	1	1	360.602292155258	221.865375115337	1	1	259.771745233216
Meis2	3060.2792214881	1	1	512.386349035063	311.927587695367	519.025769613821	244.304730733046	1	1979.22057184413
Melk	1	1	1	1	1	1	1	1	175.144140254413
Mest	1	1	1	1	1	1	1	1	202.806464571564
Met	1	119.2395721709	1	1	1	339.076523960119	1	1	1
Mettl7b	1	326.974961539741	1	1	1	1	1	1	1
Mfge8	1	1	1	1	1	325.73649664336	1	1	1
Mfhas1	1	1	182.610748282394	1	1	1	1	1	139.599499911983
Mfsd11	1	1	219.280901685792	1	1	1	1	1	1
Mfsd2a	1	807.659291585893	1	259.423746102873	1	1	1	1	1
Mgat1	315.843211386138	1	1	516.241661328407	1	226.631797350797	1	1	1
Mgmt	1	165.444132342728	1	1	1	1	1	1	1
Mia3	1	228.447097191463	1	1	1	1	192.863342673156	1	1
Mical1	1	1	1	1	1	1	1	255.943913672538	1
Mid1	333.562611121204	1	1	1	396.646022797726	1	1	1	426.018523315893
Mid2	234.164669609319	1	1	1	1	310.450147211937	1	1	250.508092019699
Mif4gd	1	100.170574824449	1	1	1	1	1	185.455260785872	1
Mill2	1	1	1	1	448.258940795348	216.175311390972	1	1	1
Mindy1	1	91.2651346595919	1	1	1	232.401055347095	1	1	1
Mindy2	1	1	246.258550627027	202.288367159527	1	1	1	1	1
Mink1	1	106.238024536779	1	1	1	1	1	274.292462744298	1
Mir100hg	446.93104265383	1	1	1	994.643245458922	1	1	1	300.064002951115
Mir142hg	1	1	322.339626948553	1063.65697088562	1	1	1064.36332258979	1116.75750863889	1
Mis18bp1	1	1	1	1	1	1	1	1	570.661583257959
Mitf	1	1	1489.59672053265	1	1	1	1	1	1
Mki67	1	1	1	1	1	1	1	1	849.839926464327
Mknk1	1	1	185.322464922509	1	1	1	1	1	1
Mknk2	1	196.312151061209	1	231.591324712499	1	1	1	1	1
Mlec	1	1	1	1	1	1	1	236.958777839988	1
Mllt6	1	1	1	1	1	1	281.174675940392	130.563549245561	1
Mlxipl	1	1962.3210615045	1	1	1	224.7607043384	307.254407359152	1	1
Mmp14	291.785946596453	1	1	1	1	1	1	1	1
Mmp27	1	1	212.046862404142	1	1	1	1	1	1
Mmrn2	401.912646840054	1	1	1	1	1	1	1	416.089943043186
Mms22l	1	1	1	1	1	1	1	1	564.552714038025
