NAME	LSEC	hepatocytes	KC	B cells	HSC	cholangiocytes	T cells	DC/monocyte	proliferating cells
Ppfibp1	242.042739423772	96.8013361830756	1	1	1	305.974539919969	1	1	213.584856296311
Ppfibp2	1	111.825098971518	1	1	1	1	1	260.589611319112	1
Ppid	1	1	1	1	1	1	1	179.719646685182	1
Ppil2	1	1	1	1	1	1	1	169.515782655166	1
Ppip5k2	1	223.918685126079	1	1	1	205.891189388469	211.145230941786	1	1
Ppm1d	1	1	1	1	1	1	1	1	243.370798050102
Ppm1e	1	1	1	826.66214711684	1	1	1	1	1
Ppm1l	1	139.397356045466	1	263.634606473183	1	286.748723980679	1	1	1
Ppm1m	1	1	1	1	1	1	1	235.133777727625	1
Ppp1ca	1	1	1	1	1	1	1	155.09501847415	1
Ppp1cc	1	1	1	1	1	1	253.871789490995	1	110.998104518102
Ppp1r13b	1	1	1	1	1	380.260621230948	184.9751942727	1	1
Ppp1r16b	461.471778163392	1	1	417.66814937056	1	1	552.847739253891	1	212.502420269151
Ppp1r2	544.11159636925	1	1	1	1	1	1	1	512.482219002843
Ppp1r21	1	1	1	238.23452468038	1	1	1	1	1
Ppp1r3b	1	274.061477721131	1	1	1	1	1	1	1
Ppp1r3g	1	199.704149857523	1	1	1	1	1	1	1
Ppp1r9a	260.367514670321	341.320455849242	526.834266308065	1	1	962.352976317497	1	1	1
Ppp2ca	1	89.9262362402487	1	1	1	1	243.338361726895	345.267717371627	1
Ppp2r2b	1	1	1	1	1	1251.03510480571	1	1	1
Ppp2r3a	1	159.362728273885	1	1	310.054566614566	421.588188029986	1	1	1
Ppp3cc	1	1	1	333.055749104138	1	1	515.293847246802	1	1
Ppt1	1	1	1	1	1	1	1	1465.90087134672	1
Pptc7	1	238.485639339317	1	1	1	1	1	1	1
Pqlc1	1	143.247565500829	1	1	1	1	1	413.732276564854	1
Prc1	1	1	1	1	1	1	1	1	410.143212785434
Prcp	1	1	1	1	1	1	1	497.930715227349	1
Prdm16	1	1	1	1	1	350.975686151579	1	1	1
Prdm5	1	1	1	1	204.969965014546	1	1	1	1
Prelp	1	1	1	1	467.20688186969	1	1	1	1
Prex1	1	1	407.92615782645	1	1	1	570.312384512084	413.502371973794	1
Prex2	1576.25867188537	1	1	299.151392813234	1412.75582851188	248.077644285333	1	1	917.688376056728
Prickle1	2384.35208871848	1	1	599.033840762655	319.123317383594	223.241763751194	294.906012821131	1	1638.56603951383
Prickle2	1	1	1	1	464.932443848614	1	1	1	1
Prim1	1	1	1	1	1	1	1	1	180.673362654661
Prim2	1	1	1	1	1	1	1	1	362.933927827402
Prkaa2	1	154.354180063227	1	1	1	361.965597882443	1	1	1
Prkab2	1	1	1	1	362.788770828458	1	1	214.983029428197	1
Prkag2	1	307.393740466067	1	242.945131189813	1	328.568593606728	1	1	1
Prkar1a	220.724248891766	1	1	1	211.864268832981	1	153.311092530063	1	1
Prkar2a	1	1	1	1	1	1	1	240.520242627165	1
Prkca	1	187.737941703426	1	1195.80119187688	272.775528974956	489.137640738592	595.146862407434	1	1
Prkcb	1	1	830.513573543828	1757.43156065137	1	1	683.208810792623	446.021007360433	148.603006330498
Prkcd	1	1	674.500745804897	630.444840661576	1	1	1	800.48326271743	1
Prkcq	246.437069383712	1	1	1	1	1	1641.13394680054	1	239.022339967375
Prkd1	1	1	1	1	1	271.223863837859	1	1	1
Prkd2	260.609615509503	1	1	205.301144104277	1	1	189.568930749913	1	442.212093982688
Prkdc	1	1	1	1	1	1	254.446353615808	247.491328787811	141.695624936871
Proc	1	533.235075078101	1	1	1	448.205506840988	1	1	1
Prodh	1	178.666264583927	1	1	1	1	1	1	1
Prodh2	1	656.10536493253	1	1	1	1	128.941999965056	1	1
Prom1	1	1	1	1	1	517.618058532598	1	1	1
Pros1	587.770254222741	134.853278303293	1	1	179.023231999185	1	1	1	651.956527471156
Prox1	1	191.989446825968	1	1	1	996.348759949304	1	1	1
Proz	1	234.53470494287	1	1	1	1	1	1	1
Prpf6	1	192.637376345004	1	1	1	1	1	1	1
Prpf8	1	1	1	1	1	1	1	192.672095562129	1
Prr16	1	983.883562090013	1	1	1	525.634469433006	1	1	1
Prrc2a	1	1	191.733907863623	176.691968721918	1	1	1	258.972303198896	1
Prrg1	335.385975047964	1	1	1	212.361287223385	1	1	1	333.690184959858
Prtg	1	1	1	1	1	216.181572734912	1	1	1
Psen1	1	1	220.520662548572	1	1	1	1	1	1
Psen2	274.547024547063	142.315080715932	1	257.125430366882	1	1	179.010915659272	1	1
Psmb8	1	1	1	1	1	1	1	397.389622725428	1
Psmb9	1	1	1	1	1	1	1	167.077076892278	1
Psmd11	1	142.713194707361	1	143.756487356335	1	1	1	1	1
Psmd4	1	161.935398741945	1	1	1	1	1	1	1
Psmd9	1	200.082918731448	1	1	1	1	1	1	1
Psme1	1	1	1	1	1	1	1	199.799970343162	1
Ptbp1	1	1	1	1	1	1	1	176.335341857904	1
Ptch1	1	127.197999959926	1	1	1	246.427226436298	1	1	1
Ptger4	1	1	1	1	1	1	1	215.295339703881	1
Ptgs1	1	1	620.934382914625	1	1	1	1	1	241.758804147172
Pth1r	1	1	1	1	668.614575264294	1	1	1	1
Ptpa	1	1	1	1	1	1	1	1	158.182685626488
Ptpn1	1	1	473.678964010192	201.1606488294	1	1	206.273666315351	1	1
Ptpn13	1	1	1	1	1	618.374266827717	1	1	1
Ptpn14	223.217445888079	1	1	1	1	716.136587755467	1	1	1
Ptpn18	1	1	1	1	1	1	1	249.795575673502	1
Ptpn2	1	139.963640309533	1	1	1	1	227.092919688297	392.530618678501	1
Ptpn21	1	1	1	1	1	158.944967936498	1	1	1
Ptpn22	1	1	179.289603356632	340.218913933946	1	1	1999.78190108086	297.128998322439	1
Ptpn3	1	102.119614251948	1	1	1	344.270339961766	1	1	1
Ptpn4	1	1	1	325.05071178372	1	339.329136002325	1	321.431778875674	1
Ptpn6	1	1	249.270406940412	276.343831812867	1	1	1	1	1
Ptpn9	270.398240626281	1	1	1	874.161631154053	1	360.53898053947	1	238.281909099911
Ptprb	11192.4833265045	1	1	1661.41724983143	752.578898200112	1082.01778741404	1075.53571568649	1	5718.5693815884
Ptprc	1	1	1822.31376312391	2223.36353477454	1	1	4103.36244645087	1869.53909237336	1
Ptprd	1	1509.86591347621	1	1	1	705.959333025797	309.031360683557	1	315.779843950765
Ptpre	1	1	1	1	1	1	1	352.347785707274	1
Ptprf	1	97.4576549890435	1	1	1	453.067021380011	1	1	1
Ptprs	1	1	1	399.224321430078	338.487222371298	321.663413373978	1	204.324588331026	1
Ptprt	1	1	1	1	451.035583446788	1	1	1	1
Pttg1ip	1	1	1	1	1	1	1	1	184.502859036838
Pura	1	1	184.571751195696	1	1	250.904273862396	1	1	1
Purb	1	1	1	1	1	1	309.771858108827	1	1
Pxdn	1	1	1	1	289.61230663447	1	1	1	1
Pxmp4	1	292.672586935011	1	1	1	1	1	1	1
Pygl	1	356.508813992637	1	1	1	1	1	1	1
Qsox1	1	331.382488362658	1	1	1	1	1	1	1
R3hcc1l	1	1	1	1	1	1	252.793174869592	1	182.206034705207
Rab11a	1	1	1	1	1	1	1	1	159.30540988036
Rab11b	1	1	1	1	1	1	1	1	149.843630374675
Rab11fip3	1	101.819698980411	1	1	1	205.261636302485	1	1	1
Rab12	1	1	1	1	1	1	1	191.840745919324	1
Rab21	1	1	1	182.929615344588	1	1	1	441.110300174555	1
Rab27a	256.230360133073	1	1	1	1	1	437.516570787919	1	1
Rab27b	1	1	1	1	1	557.784643636529	1	1	1
Rab31	327.96221703263	1	368.919953903275	1	196.120306471303	1	1	1	211.410725496407
Rab32	1	1	269.910122266381	1	1	1	1	1	1
Rab3gap1	1	243.291671175448	1	1	1	1	255.337003046764	1	1
Rab3gap2	230.91844387762	1	1	1	1	1	1	1	238.589599467877
Rab43	1	1	227.572768985494	1	1	1	1	1262.20516839618	1
Rab5a	1	1	1	1	1	1	1	1	186.947780498577
Rab5c	229.616420988822	1	195.512566162305	1	1	1	1	1	214.074680919978
Rab7b	1	1	1	1	1	1	1	372.271346159159	1
Rab8b	1	1	478.542002029013	1	1	1	513.054656890686	1052.38542119436	215.18507944535
Rac1	228.591064063414	1	1	1	1	1	1	1	190.887763993335
Rac2	1	1	1	1	1	1	270.572408996025	1	1
Racgap1	1	1	1	1	1	1	1	1	386.146388751
Rad17	1	1	1	1	1	1	1	206.146455292408	1
Rad21	1	1	1	1	1	1	1	1	251.42661428615
Rad51	1	1	1	1	1	1	1	1	217.67873000206
Rad51ap1	1	1	1	1	1	1	1	1	291.068760244019
Rad51b	1	1	1	1	1	1	1	564.068534047387	1940.1940899731
Rad54b	1	1	1	1	1	1	1	1	274.660141362263
Rad54l2	1	329.206938022701	1	1	1	1	231.451456277516	1	1
Rai14	1	164.593283460549	1	1	390.790100610498	1	1	1	203.806986397137
Rala	1	1	1	1	1	1	1	341.245199299753	1
Ralgps1	1	1	1	250.134749577494	1	1	1	1	1
Ralgps2	333.675758337905	1	1	1265.59006188139	1	1	1	1	233.331375774573
Ramp1	1	1	1	1	209.194164055672	1	1	1	1
Ramp2	326.432498805054	1	1	1	1	1	1	1	1
Ranbp10	1	275.780557458474	1	1	1	1	351.634414289281	1	1
Rangap1	1	99.9379838728154	1	1	1	1	1	1	224.021762061534
Rap1gap	1	1	1	1	1	451.601471884421	1	1	1
Rapgef3	418.959364783161	1	1	1	1	1	1	1	404.218677142378
Rapgef4	1	1749.35476565147	1	539.566218691185	1	301.854939431446	556.526838966932	1	1
Rarb	409.465400090262	1	1	1	588.405583129756	219.257851036246	1	1	218.108116029053
Rars2	1	110.808864296449	1	1	1	1	1	192.380846246329	1
Rasa3	1	1	358.914208486986	683.59185546649	283.572774214596	1	1	1	1
Rasa4	1	1	327.123173848839	1	1	1	1	324.448123278168	1
Rasal3	1	1	1	1	1	1	512.241651959185	1	1
Rasgrp1	1	1	1	1	1	1	334.113268793107	1	1
Rasgrp3	1383.8034405794	1	1	616.339968716912	1	1	1	279.199314772316	747.301829091343
Rasgrp4	1	1	1	1	1	1	1	414.517715895107	1
Rasip1	622.440352469234	1	1	1	1	1	1	1	304.634414325829
Rassf1	1	1	1	1	1	1	1	225.676964318478	1
Rassf2	1	1	315.742094984716	1	1	1	1	256.243566024298	1
Rassf5	1	1	1	1	1	1	247.352200809241	1	1
Rassf9	1	1	1	1	1	283.249187015017	1	1	1
Rbbp4	1	148.913437520976	1	1	1	1	177.29914849215	1	592.657534494535
Rbbp8	1	1	258.182579140059	1	1	386.793196910035	1	1	459.304740252422
Rbl1	1	1	1	1	1	1	1	1	326.504835822526
Rbl2	1	1	1	1	1	1	452.37467710858	1	1
Rbm10	1	109.950788122195	1	1	1	1	218.328536130804	1	1
Rbm27	1	1	1	1	1	1	1	149.534220407698	1
Rbm28	1	87.2953054573942	1	1	1	1	213.642800661981	1	234.772982386086
Rbms2	300.276501687553	1	1	1	201.741655039902	1	1	1	209.241874160886
Rbms3	1	1	1	1	5756.55174006567	2302.69923351981	1	1	1
Rbpj	1	1	1	1	1	1	325.757421695152	1438.8620134305	1
Rcbtb1	1	118.453615081706	1	1	1	1	213.935984458998	1	1
Rcbtb2	1	1	360.114078900576	1	1	1	327.555104718894	1	1
Rcl1	1	1268.90939243432	1	1	1	1	251.106596263218	1	131.69750536301
Rdh16	1	247.654071911016	1	1	1	1	1	1	1
Rdh7	1	474.564726497002	1	1	1	1	1	1	1
Recql5	1	1	1	239.674885159996	1	1	1	1	1
Reep1	1	1	1	1	1	1	1	1	190.067083506329
Reep6	1	384.30001875075	1	1	1	1	1	1	1
Rel	1	1	258.269728064297	391.154875279146	1	1	1	759.036015189834	1
Relb	1	1	1	1	1	1	1	567.628508499528	1
Rell1	226.215903462214	117.939308993071	1	453.942738626546	1	1	1	1	328.993963778168
Reln	1	1	1	1	5320.3644859241	1	1	1	1
Renbp	225.134240464586	1	340.792213623245	1	1	1	1	1	180.310655135078
Reps1	1	148.031138141218	1	205.572902933204	1	1	1	199.740232419591	1
Rerg	411.244466610628	1	1	1	1837.99929943715	1	1	1	209.12519402954
Rfc1	1	1	1	1	1	1	1	1	352.219862986616
Rffl	1	162.543780827154	341.029833448019	1	1	1	1	1	1
Rfwd3	1	1	1	1	1	1	1	133.827422905451	591.786267019183
Rgl1	953.091544047062	1	688.848571991484	1	642.619710363235	1	1	1	262.236859069425
Rgs1	1	1	497.678808288891	1	1	1	1	1	1
Rgs10	1	1	1	1	1	1	1	206.978603096528	1
Rgs16	1	175.977726384491	1	1	1	1	1	1	1
Rgs2	1	1	184.953874646042	1	1	1	1	1	1
Rgs3	462.776799321818	1	1	1	1	1	378.878702349849	1	421.437273129096
Rgs5	1	1	1	1	248.463029901622	1	1	1	1
Rgs7bp	1	1	1	1	1	1	1	1	320.95549292775
Rhbdf2	1	1	180.187830451711	1	1	1	1	1	1
Rhob	1	1	201.214026859312	1	405.499082861926	1	1	1	1
Rhoh	1	1	1	339.083694565808	1	1	1	1	1
Rhoj	523.452237286804	1	1	1	457.039019721226	507.284445519154	1	1	133.745907393567
Rhoq	1	1	186.09885854764	255.773645248922	1	1	1	1	1
Rida	1	121.603839600761	1	1	1	235.24983732894	1	1	1
Rims2	1	1	1	1	1	268.62993897558	1	1	1
Rinl	1	1	1	1	1	1	555.493984705712	1	1
Riok1	1	1	1	1	1	1	1	1	135.689579415322
Riok2	1	1	1	1	1	1	1	1	138.942486842353
Ripor2	1	1	1	2553.29196542454	1	1	944.34096506977	1	1
Ripor3	1	1	1	1	306.356497344141	1	1	1	1
Rlim	1	1	1	1	1	1	1	1	254.776911838593
Rnase4	1	194.867722123075	1	1	1	1	1	1	1
Rnase6	1	1	1	186.822537279022	1	1	1	1	1
Rnaseh2b	1	1	1	1	1	1	1	1	152.46013308694
Rnd3	1	1	1	1	298.203871334789	1	1	1	1
Rnf11	1	1	1	1	1	221.887668788119	1	1	1
Rnf128	1	1	1	1	1	218.476555933372	1	1	1
Rnf130	394.26208400847	1	423.125089089078	213.361165138989	1	1	1	312.808266837939	1
Rnf138	1	1	1	1	1	1	432.060745339817	1	1
Rnf14	1	1	1	1	1	1	1	1	138.714131914861
Rnf141	1	1	233.573053626517	1	1	1	1	1	1
Rnf144a	291.416931853724	1	1	1	1	1	1	1	278.707130502308
Rnf144b	1	167.837808199571	1	1	1	1	1	1	1
Rnf145	1	1	213.004708339364	205.946210220864	1	1	218.420899775039	1	1
Rnf150	1	1	291.046503937544	1	632.182324586231	1	1	505.001616914852	1
Rnf157	225.839692412441	1	1	1	1	1	1	1	461.827123602788
Rnf167	1	1	1	1	1	1	1	236.261122412263	1
Rnf180	1	1	339.560857667894	1	1	1	1	221.046373316471	1
Rnf187	1	1	1	234.566292304353	1	1	1	1	1
Rnf19a	1	91.8114452372477	1	1	1	211.536183022493	1	1	1
Rnf19b	1	1	237.084791219664	1	1	1	240.323792279663	265.60627718182	1
Rnf214	1	153.803715160261	1	1	1	1	210.95236694756	1	1
Rnf217	1	366.668789604961	1	1	247.429617395272	247.273913416662	1	1	1
Rnf220	1	1	1	571.239680290262	1	1	1	1	1
Rnpep	1	1	397.268154403566	1	1	1	1	255.135349396612	204.890000467269
Rnpepl1	1	101.188563052251	1	262.306397981634	1	1	1	377.044458725255	1
Robo1	896.477583693853	102.088104090643	1	225.646996207912	695.898315792872	1	1	1	764.01548509523
Robo2	1	1	1	1	3452.67966687429	1	1	1	1
Robo4	634.080039897037	1	1	1	1	1	1	1	198.458169971363
Rogdi	1	1	1	1	1	1	1	613.357156381909	1
Ror1	1	185.051777058981	1	1	284.387095808838	2196.42731665731	1	1	1
Rp2	1	1	1	1	1	1	1	322.86664260156	1
Rpa1	1	1	1	1	1	1	1	1	287.961897301055
Rpa2	1	1	1	1	1	1	1	1	207.280363970226
Rpgrip1	1	1	1	521.669663225401	1	1	1	1	1
Rpl10	1	1	1	1	1	1	1	226.223517482036	1
Rpl11	1	1	1	1	1	1	215.685469133401	285.555396176216	1
Rpl12	1	1	1	1	1	1	230.617423607189	242.823987305339	1
Rpl14	1	1	1	1	1	254.567997618162	1	308.864447751064	1
Rpl15	1	1	1	1	1	1	1	213.391118773826	1
Rpl17	1	1	1	415.199546763389	1	1	285.342464503951	196.568807504426	1
Rpl18	1	1	1	1	1	168.576428182432	177.665262269737	1	1
Rpl21	1	1	1	1	1	1	1	204.867927105457	1
Rpl23a	1	1	1	1	1	1	247.313169700088	359.121366843238	1
Rpl24	1	1	1	258.162234239382	1	178.170531043553	1	320.878330812465	1
Rpl26	1	1	1	1	1	1	206.877471316767	270.391448141169	1
Rpl27	1	1	1	1	1	1	1	190.764731974565	1
Rpl31	1	1	1	318.040313584204	1	1	231.717373093361	528.005851808252	1
Rpl32	1	1	1	201.136299879974	1	1	1	235.133674203877	1
Rpl34	1	1	1	263.448990370502	1	1	1	249.109558411963	1
Rpl36al	1	1	1	1	1	1	1	264.731510802726	1
Rpl37a	1	1	1	386.370698852509	1	249.347043389276	527.269820148135	357.987204753777	1
Rpl39	1	1	1	1	1	1	244.037435855851	399.982472817793	1
Rpl4	1	1	1	272.031787439676	1	1	286.402475703997	277.800525811964	1
Rpl7	1	1	1	1	1	1	239.747799674849	1	1
Rpl9	1	1	1	217.976316634387	1	1	1	181.005624235767	1
Rplp2	1	1	1	1	1	1	253.835762805713	1	1
Rpn2	1	1	1	1	1	1	1	271.858806537035	1
Rprd1a	1	139.50634800231	1	1	260.059204990385	1	1	217.863065501022	1
Rprd1b	1	1	1	1	1	1	1	1	190.438051505269
Rps10	1	1	1	228.532795094687	1	291.37364548026	1	489.276077487659	1
Rps11	1	1	1	285.585097178578	1	1	1	400.620568297625	1
Rps13	1	1	1	1	1	1	236.196581836841	172.170883453578	1
Rps15a	1	1	1	333.347316622886	1	1	444.127021378285	201.746158979978	1
Rps2	1	1	1	1	1	1	1	259.262105832595	1
Rps23	1	1	1	306.132384001586	1	1	289.834696951796	350.777833985054	1
Rps25	1	1	1	1	1	1	1	269.514694665146	1
Rps27	1	1	1	332.587534606038	1	1	258.227057811729	1	1
Rps27a	1	1	1	1	1	1	1	296.927442178909	1
Rps3	1	1	1	1	1	1	243.235351612085	228.892790305463	1
Rps3a1	1	1	1	558.530159860913	1	247.748863068692	442.291169798169	206.890827065277	1
Rps4x	1	1	1	1	1	1	365.786596311892	373.694674827529	172.402458675383
Rps5	1	1	1	1	1	1	1	247.105348422775	1
Rps6	1	1	1	1	1	1	355.506108238552	258.613776618523	1
Rps6ka1	1	1	1	201.776999807978	1	1	1	1	1
Rps6ka2	346.186667651241	1	1	1	1	1	1	1	225.588130225754
Rps6ka5	1	1	1	419.591175473559	1	1	243.472425681193	418.815860945854	327.233189026785
Rragc	1	1	240.96458945513	1	1	1	1	1	1
Rras2	1	1	1	1	432.742695531976	221.603881704812	274.027289467323	1	1
Rrm1	1	1	1	1	1	1	1	1	319.820731239175
Rrm2	1	1	1	1	1	1	1	1	172.710693416631
Rsad2	1	1	1	1	1	1	1	1	172.329721272771
Rsbn1	1	84.0622102876021	1	343.690783178821	1	1	258.901226678231	1	1
Rspo3	1	1	1	1	766.575468703375	1	1	1	1
Rtn1	1	1	1	1	500.10632661345	1	1	634.480866158778	1
Rtp4	1	1	193.713323210125	1	290.31413226895	1	1	1	1
Rubcn	1	1	1	420.078613380685	1	1	1	1	151.159610753674
Rubcnl	1	1	1	516.393504166453	1	1	1	495.48233698058	1
Runx1	1	1	1325.48098468353	642.792781569191	1	1	1987.60551624755	2070.27795303992	1
Runx1t1	1	1	1	1	337.506982417353	1	1	1	1
Runx2	1	1	1	1883.51869803302	1	1	1	1	1
Runx3	1	1	1	1	1	1	297.16685420028	1	1
Rusc2	1	180.311583745884	1	1	225.278123216562	1	1	1	1
Rybp	1	1	1	1	1	266.751171860571	1	1	200.531696831476
Ryk	1	1	1	1	590.728453471837	1	1	1	1
S100pbp	1	1	1	163.182726532854	1	1	1	297.929295680239	208.932039732546
Saa1	1	181.577538790886	1	1	1	1	1	1	1
Saa4	1	291.268108533755	1	1	1	1	1	1	1
Sacm1l	1	1	1	1	1	210.693417293966	1	245.813351450882	1
Sae1	1	1	1	1	1	1	1	1	269.280406017638
Samd12	434.539711162423	1	1	1	1	1	1	1	177.22047357376
Samd5	1	1	1	1	273.960086119076	1	1	1	1
Samd9l	1	1	184.394699610844	1	1	1	1	1	1
Samsn1	1	1	1	1	1	1	1	419.783753802914	1
Sap25	1	1	428.540043100521	1	1	1	1	337.956855960182	1
Sar1b	1	166.409967039533	1	1	1	1	1	1	1
Sardh	1	274.751008691196	1	1	1	1	1	1	1
Sarnp	1	99.4377895462752	1	1	1	1	191.19519612429	1	1
Sass6	1	1	1	1	1	1	1	1	168.093954795738
Satb1	1	1	1	1045.3770030057	1	1	2365.43101604831	1	1
Sbf1	1	1	1	1	1	1	210.816111818679	207.949224142414	1
Scai	1	1	1	212.981059149188	1	264.978697012231	1	1	1
Scap	1	119.339788349882	1	245.167332136004	1	1	1	1	1
Scara3	1	1	1	1	1	661.933392086409	1	1	1
Scara5	1	302.588197091666	1	1	1	1	1	1	1
Scarf1	307.658306375599	159.976633225741	1	1	1	1	1	1	157.407397616153
Scarf2	1	1	1	1	453.647114401135	1	1	1	1
Scfd1	1	122.125073478616	1	151.247455246648	1	234.647494005882	1	1	1
Scfd2	1	159.342129248916	1	1	1	1	239.913300720332	1	1
Schip1	422.965156459029	1	1	1	1	228.341546968504	1	1	276.858407241462
Sclt1	1	1	1	1	1	1	1	1	381.465626621762
Scly	1	109.545329726646	1	1	1	1	1	1	248.404834646994
Scml4	1	1	1	1	1	1	277.347517751322	1	1
Sco2	1	258.939928456327	1	1	1	1	1	1	1
Sdad1	1	1	1	1	1	1	1	173.507904016351	1
Sdc2	1	355.479021473821	1	1	265.451454519304	327.460818437545	1	1	1
Sdc3	1	1	890.367022815405	1	1	1	1	1	1
Sdc4	1	760.526977210781	1	227.183239751558	1	1	150.01429141376	1	1
Sdcbp	1	1	332.819418789586	1	1	1	1	1	212.512881334216
Sdha	1	128.32309769978	1	1	1	1	236.224657127231	1	1
Sdk1	1	1	1	1	1	1	1	1	1355.8025202401
Sds	1	3963.99691132727	268.046945096821	768.163338780412	461.58802127974	1	943.608863878022	1	1
Sec11a	1	87.7207779815284	1	1	1	1	331.805460440549	1	1
Sec14l1	1	1	240.951154223089	1	1	1	1	1	191.752373974461
Sec14l2	1	307.330941192783	1	1	1	1	1	1	1
Sec14l4	1	501.514445339034	1	1	1	1	1	1	1
Sec16a	1	164.107973306005	1	1	212.364270826798	1	1	1	1
Sec16b	1	342.290030064368	1	1	1	1	1	1	1
Sec24a	1	601.423064375494	1	372.520806377089	212.584992303171	1	250.636551898662	1	1
Sec24c	1	147.688405384119	1	1	1	1	157.073941965437	1	1
Sec24d	1	246.370890811815	1	1	405.470933726891	1	1	1	1
Sec61a2	1	1	1	1	213.013699515226	1	1	1	199.190362641145
Sell	1	1	1	549.95890225499	1	1	1	1	1
Selplg	1	1	1	213.533422590967	1	1	478.311363425979	547.709487803581	1
Sema3c	1	1	1	1	1	790.234513954309	1	1	1
Sema3d	1	1	1	1	350.40070199706	1	1	1	1
Sema3f	336.590370200546	1	1	1	1	270.17622302105	1	1	189.042979655141
Sema4a	1	1	1	1	1	1	215.055937502576	186.942814517415	1
Sema4b	1	1	1	303.314332703782	1	1	1	1	1
Sema4d	1	1	1	224.936174106586	1	1	419.081749003915	271.167063106211	1
Sema4g	1	1206.7639666777	1	226.538363247169	1	1	303.895461598105	1	1
Sema5a	1	1	1	1	1	781.434363710137	1	1	1
Sema6a	3034.70482352799	1	1	478.513377358257	1	592.773447064019	1	1	1475.19965113371
Sema6c	1	1	1	1	237.762677038638	1	1	1	1
Sema6d	424.790827870262	1	1468.82555198089	1	2316.60430868275	1	1	1	258.724423156482
Senp1	1	1	1	1	1	1	1	1	235.662398872387
Senp3	1	1	280.077847899648	1	1	1	1	1	1
Sept1	1	1	1	1	1	1	288.434648442407	1	1
Sept10	1	1	1	1	1	1	1	1	429.043051773855
Sept4	1	1	1	1	978.991079255447	1	1	1	1
Sept6	1	1	1	1	1	1	1	318.041460087898	1
Sept8	1	1	1	1	253.908934156461	1	1	1	352.462615774046
Serinc1	1	1	1	1	1	266.582326608026	1	1	1
Serpina3g	285.746399573244	1	1	1	1	1	1	1	312.26291919807
Serpina3m	1	594.271494618602	1	1	1	1	1	1	1
Serpina3n	1	230.698102045549	1	1	1	1	1	1	1
Serpinb6a	1	1	259.094899524392	1	1	1	1	1	1
Serpinf2	1	184.597283424625	1	1	1	1	1	1	1
Serping1	1	287.829479160703	1	1	380.741730303359	1	1	1	1
Serpinh1	1	1	1	1	538.840784253125	225.145962043819	1	1	261.709438754559
Sesn3	1	1	1	1	1	1	191.504188544751	1	1
Sestd1	1	1	1	1	1	444.436104060101	1	1	1
Set	1	1	1	1	1	1	1	210.696793808044	1
Setbp1	1	1	1	403.345981585216	794.49004567565	1	534.992334817429	1	1
Setd1b	1	1	172.265460103484	1	1	1	1	245.446782809702	1
Setdb2	1	510.384366424703	1	241.04975895659	1	1	1	1	276.312581475742
Sf3b3	1	93.3925085760132	1	212.27189447005	1	1	1	1	1
Sgce	1	1	1	1	1	192.021430742301	1	1	1
Sgo1	1	1	1	1	1	1	1	1	139.851748356636
Sgo2a	1	1	1	1	1	1	1	1	220.399531825249
Sgpl1	1	1	370.743046676276	1	1	1	1	1	1
Sgpp1	456.066300136043	1	1	1	1	1	1	1	433.481733332825
Sh2b3	1	1	188.185908576255	1	1	1	1	247.639942444673	1
Sh2d3c	284.993101394984	1	1	250.824382163649	1	1	1	379.426658900274	1
Sh2d4a	1	1	1	1	1	289.114131176255	1	1	1
Sh3bgrl3	1	1	1	1	1	1	1	150.116576524206	1
Sh3bp1	1	1	1	1	1	1	1	750.78191993258	1
Sh3bp2	1	1	275.357607126838	1	1	1	1	1	1
Sh3bp5	610.718006139921	118.759283257733	448.791333883434	485.95100006666	1	1	1	1	336.851720247934
Sh3gl1	1	1	1	1	1	1	1	1	168.711631556535
Sh3kbp1	1	1	695.183475683698	729.814835457058	1	1	1168.70038037933	251.210309913033	190.377292486802
Sh3pxd2a	1	106.566947114355	1	262.054820457067	1	1	241.994982317849	1	1
Sh3rf1	1540.79449058836	1	1	458.913477249363	879.052249866054	809.500550629525	1	1	1111.22225591225
Sh3tc1	427.92201187757	1	1	1	1	1	1	185.177778752884	270.527703150807
Sh3tc2	223.24175753173	1	1	1	1	1	1	1	216.62794738409
Shank2	1	100.394049570114	1	1	1	2608.67139387563	1	1	1
Shank3	990.947340500314	1	1	1	1	1	1	1	728.655690823888
Shb	1	718.738213118423	1	1	1	206.778265288096	241.255663409353	1	1
Shcbp1	1	1	1	1	1	1	1	1	310.052804329898
Shfl	1	342.022651287954	1	1	250.713258166726	1	171.747197132419	1	1
Shisa5	1	1	1	483.124504558088	1	1	720.596201238758	1	1
Shisa9	267.626704519051	1	1	1	1	1	1	1	325.458833067861
Shld2	1	208.082817085971	1	1	1	1	1	1	1
Shmt2	1	172.367543371039	1	1	1	1	1	1	1
Shoc2	222.779678284027	1	1	1	1	1	263.656954565702	251.445088401097	1
Shroom2	1769.50113936862	113.446892205014	1	313.171566643595	1	312.852024243135	238.570809278418	1	985.841617948315
Shroom3	1	424.8559010383	1	1	1	1797.270686687	1	1	1
Shroom4	555.15437892518	1	1	1	1	1	1	1	356.560367006709
Sidt1	1	1	1	1	1	1	346.535392415494	1	1
Sidt2	1	230.268636029965	190.519143774722	1	1	1	1	1	1
Siglec1	1	1	341.552809009821	1	1	1	1	1	1
Siglece	1	1	246.483869885014	1	1	1	1	1	1
Siglecg	1	1	1	705.636880443069	1	1	1	1	1
Siglech	1	1	1	2009.47811240502	1	1	1	1	1
